X,Y,Z,formation,group
453117.94,6783249.0,-5482.841,BCU,BCU
453390.53,6783354.0,-5435.841,BCU,BCU
452894.9,6783361.0,-5525.278,BCU,BCU
454091.97,6783222.0,-5294.9697,BCU,BCU
455377.03,6783333.0,-5204.1455,BCU,BCU
455679.84,6783331.5,-5177.064,BCU,BCU
452576.88,6783459.0,-5579.65,BCU,BCU
454612.56,6783566.0,-5258.4443,BCU,BCU
452235.25,6783508.0,-5614.91,BCU,BCU
454203.03,6783590.0,-5300.423,BCU,BCU
451951.62,6783627.0,-5636.4253,BCU,BCU
453185.25,6783589.5,-5488.8857,BCU,BCU
451703.66,6783978.0,-5662.5615,BCU,BCU
