X,Y,Z,surface,group
453463.355556,6782629.716996,-1803.9305420000003,BCU,BCU
452863.355556,6787429.716996,-1881.369995,BCU,BCU
454663.355556,6787029.716996,-1853.7442629999998,BCU,BCU
453563.355556,6780779.716996,-1838.9659420000003,BCU,BCU
451613.355556,6783179.716996,-1869.501221,BCU,BCU
454963.355556,6783879.716996,-1753.380005,BCU,BCU
453663.355556,6787079.716996,-1859.767334,BCU,BCU
453663.355556,6783129.716996,-1791.8964839999999,BCU,BCU
452663.355556,6782729.716996,-1840.3377690000002,BCU,BCU
452463.355556,6780479.716996,-1796.138916,BCU,BCU
454163.355556,6785829.716996,-1841.4111329999998,BCU,BCU
453613.355556,6786429.716996,-1839.709961,BCU,BCU
451813.355556,6782479.716996,-1876.514771,BCU,BCU
453713.355556,6781479.716996,-1798.562012,BCU,BCU
454063.355556,6784179.716996,-1770.7596440000002,BCU,BCU
453213.355556,6784079.716996,-1839.379639,BCU,BCU
452213.355556,6780479.716996,-1818.477661,BCU,BCU
454863.355556,6781279.716996,-1811.908936,BCU,BCU
454763.355556,6785979.716996,-1814.309448,BCU,BCU
454613.355556,6787729.716996,-1878.209961,BCU,BCU
452863.355556,6784829.716996,-1841.258057,BCU,BCU
456013.355556,6785879.716996,-1747.543457,BCU,BCU
454013.355556,6788129.716996,-1875.510986,BCU,BCU
455163.355556,6789029.716996,-1886.832642,BCU,BCU
451663.355556,6781729.716996,-1854.613159,BCU,BCU
454813.355556,6787229.716996,-1870.064941,BCU,BCU
454663.355556,6783479.716996,-1737.326416,BCU,BCU
452413.355556,6781329.716996,-1832.182983,BCU,BCU
455013.355556,6784329.716996,-1758.849243,BCU,BCU
452363.355556,6785829.716996,-1870.343628,BCU,BCU
451413.355556,6781779.716996,-1876.4149170000003,BCU,BCU
455563.355556,6781179.716996,-1812.5720210000002,BCU,BCU
456363.355556,6784479.716996,-1718.7016600000002,BCU,BCU
452063.355556,6783129.716996,-1888.3261719999998,BCU,BCU
451363.355556,6781529.716996,-1882.342407,BCU,BCU
453063.355556,6785679.716996,-1845.6851809999998,BCU,BCU
453413.355556,6782629.716996,-1804.679688,BCU,BCU
453713.355556,6781229.716996,-1827.4791260000002,BCU,BCU
456363.355556,6784229.716996,-1713.483154,BCU,BCU
454613.355556,6784229.716996,-1793.631836,BCU,BCU
452913.355556,6783529.716996,-1845.3153079999997,BCU,BCU
455513.355556,6787229.716996,-1812.341675,BCU,BCU
453713.355556,6787379.716996,-1871.63562,BCU,BCU
455963.355556,6788729.716996,-1872.8969730000001,BCU,BCU
455413.355556,6787129.716996,-1822.018066,BCU,BCU
451513.355556,6784779.716996,-1906.054443,BCU,BCU
453163.355556,6788579.716996,-1930.047241,BCU,BCU
452563.355556,6786029.716996,-1876.8266600000002,BCU,BCU
452613.355556,6786679.716996,-1878.085693,BCU,BCU
455563.355556,6781329.716996,-1817.351074,BCU,BCU
456263.355556,6782929.716996,-1703.877441,BCU,BCU
454563.355556,6787429.716996,-1862.38208,BCU,BCU
453763.355556,6783779.716996,-1778.065796,BCU,BCU
451513.355556,6785279.716996,-1901.121826,BCU,BCU
455363.355556,6783879.716996,-1734.8537600000002,BCU,BCU
452801.873187,6787894.1674959995,-2118.338135,etive,etive A
451851.873187,6784394.1674959995,-2127.090576,etive,etive A
453301.873187,6787144.1674959995,-2041.0483399999998,etive,etive A
452251.873187,6785644.1674959995,-2077.7495120000003,etive,etive A
451801.873187,6782944.1674959995,-2081.200684,etive,etive A
451401.873187,6781144.1674959995,-2122.41333,etive,etive A
452151.873187,6785544.1674959995,-2096.324219,etive,etive A
451501.873187,6785394.1674959995,-2185.837402,etive,etive A
453851.873187,6787894.1674959995,-1977.1580809999998,etive,etive A
451601.873187,6784444.1674959995,-2179.383545,etive,etive A
451751.873187,6781544.1674959995,-2029.316162,etive,etive A
452101.873187,6781444.1674959995,-1974.4638670000002,etive,etive A
452051.873187,6784294.1674959995,-2101.4526370000003,etive,etive A
451901.873187,6783794.1674959995,-2089.737793,etive,etive A
452001.873187,6783794.1674959995,-2083.376953,etive,etive A
451701.873187,6780644.1674959995,-2058.233154,etive,etive A
451451.873187,6780894.1674959995,-2108.317627,etive,etive A
452901.873187,6788144.1674959995,-2123.286377,etive,etive A
453451.873187,6787894.1674959995,-2033.348511,etive,etive A
452951.873187,6786444.1674959995,-2053.95459,etive,etive A
451651.873187,6783944.1674959995,-2146.282959,etive,etive A
451451.873187,6780644.1674959995,-2097.482666,etive,etive A
452201.873187,6785544.1674959995,-2097.494629,etive,etive A
451901.873187,6784894.1674959995,-2138.31543,etive,etive A
452951.873187,6787394.1674959995,-2100.201172,etive,etive A
451451.873187,6784994.1674959995,-2199.9296879999997,etive,etive A
452151.873187,6782144.1674959995,-2001.675903,etive,etive A
452601.873187,6780994.1674959995,-1878.699951,etive,etive A
453601.873187,6787144.1674959995,-1986.6492920000003,etive,etive A
453601.873187,6787994.1674959995,-2020.230469,etive,etive A
451401.873187,6782394.1674959995,-2116.285645,etive,etive A
452001.873187,6784444.1674959995,-2094.970215,etive,etive A
451451.873187,6780744.1674959995,-2089.668701,etive,etive A
451901.873187,6784194.1674959995,-2107.475342,etive,etive A
453701.873187,6787094.1674959995,-1971.404541,etive,etive A
452601.873187,6781094.1674959995,-1876.633789,etive,etive A
451851.873187,6783394.1674959995,-2082.760986,etive,etive A
452051.873187,6781994.1674959995,-2025.906738,etive,etive A
452251.873187,6783994.1674959995,-2062.467773,etive,etive A
451451.873187,6784994.1674959995,-2199.9296879999997,etive,etive A
451501.873187,6783744.1674959995,-2140.769531,etive,etive A
452001.873187,6782944.1674959995,-2034.882813,etive,etive A
451751.873187,6783144.1674959995,-2093.297607,etive,etive A
451251.873187,6781144.1674959995,-2151.657471,etive,etive A
451251.873187,6781594.1674959995,-2148.516846,etive,etive A
453251.873187,6787744.1674959995,-2066.72876,etive,etive A
453451.873187,6786844.1674959995,-2001.8536379999998,etive,etive A
451251.873187,6781244.1674959995,-2149.5783690000003,etive,etive A
451301.873187,6782394.1674959995,-2134.15625,etive,etive A
451751.873187,6781244.1674959995,-2038.829346,etive,etive A
451551.873187,6782644.1674959995,-2094.54248,etive,etive A
453351.873187,6786994.1674959995,-2026.522095,etive,etive A
451451.873187,6784444.1674959995,-2197.8388670000004,etive,etive A
451901.873187,6785344.1674959995,-2168.388672,etive,etive A
452101.873187,6785694.1674959995,-2102.55542,etive,etive A
452201.873187,6781394.1674959995,-1973.13208,etive,etive A
453451.873187,6786144.1674959995,-1996.182983,etive,etive A
452051.873187,6784694.1674959995,-2088.112061,etive,etive A
453001.873187,6788244.1674959995,-2114.3798829999996,etive,etive A
452551.873187,6785294.1674959995,-2072.885498,etive,etive A
451601.873187,6780844.1674959995,-2086.154297,etive,etive A
452701.873187,6788244.1674959995,-2123.55127,etive,etive A
452201.873187,6781944.1674959995,-2005.011719,etive,etive A
452501.873187,6785794.1674959995,-2067.099365,etive,etive A
453251.873187,6787294.1674959995,-2046.0284420000003,etive,etive A
451551.873187,6782394.1674959995,-2095.731201,etive,etive A
452051.873187,6783944.1674959995,-2072.5463870000003,etive,etive A
452351.873187,6781194.1674959995,-1925.1265870000002,etive,etive A
453751.873187,6787644.1674959995,-1984.785889,etive,etive A
452051.873187,6781994.1674959995,-2025.906738,etive,etive A
452201.873187,6781594.1674959995,-1988.9825440000002,etive,etive A
451401.873187,6781394.1674959995,-2113.913818,etive,etive A
451601.873187,6783144.1674959995,-2109.075684,etive,etive A
452801.873187,6787794.1674959995,-2105.7895510000003,etive,etive A
452551.873187,6780394.1674959995,-1879.968384,etive,etive A
452851.873187,6788044.1674959995,-2124.799805,etive,etive A
451401.873187,6783244.1674959995,-2130.132568,etive,etive A
452451.873187,6785544.1674959995,-2061.564209,etive,etive A
453451.873187,6786294.1674959995,-1946.43811,etive,etive A
451901.873187,6782694.1674959995,-2037.4707030000002,etive,etive A
453351.873187,6786444.1674959995,-2003.108032,etive,etive A
452401.873187,6785444.1674959995,-2076.773193,etive,etive A
451501.873187,6784644.1674959995,-2195.68457,etive,etive A
451451.873187,6782694.1674959995,-2127.3520510000003,etive,etive A
452301.873187,6785794.1674959995,-2085.946045,etive,etive A
453101.873187,6786394.1674959995,-2026.828857,etive,etive A
452301.873187,6780944.1674959995,-1935.3027339999999,etive,etive A
452451.873187,6780744.1674959995,-1915.096313,etive,etive A
451851.873187,6781494.1674959995,-2005.09729,etive,etive A
452801.873187,6787894.1674959995,-2118.338135,etive,etive A
451201.873187,6781744.1674959995,-2150.509277,etive,etive A
451451.873187,6782494.1674959995,-2112.870605,etive,etive A
451951.873187,6782894.1674959995,-2034.98877,etive,etive A
451401.873187,6780794.1674959995,-2109.013428,etive,etive A
452101.873187,6785744.1674959995,-2104.295898,etive,etive A
451701.873187,6782444.1674959995,-2069.5576170000004,etive,etive A
453651.873187,6787394.1674959995,-1996.783813,etive,etive A
451501.873187,6785194.1674959995,-2187.691162,etive,etive A
451651.873187,6783044.1674959995,-2100.0466309999997,etive,etive A
453001.873187,6788194.1674959995,-2115.471436,etive,etive A
453162.72304099996,6781233.278214,-2005.902832,etive,etive B
453562.72304099996,6784033.278214,-2034.018677,etive,etive B
453412.72304099996,6783583.278214,-2049.865234,etive,etive B
453762.72304099996,6783483.278214,-1991.019775,etive,etive B
454212.72304099996,6785133.278214,-1965.6112059999998,etive,etive B
453012.72304099996,6781883.278214,-2032.5534670000002,etive,etive B
453462.72304099996,6782933.278214,-2037.4741210000002,etive,etive B
453162.72304099996,6783733.278214,-2084.247314,etive,etive B
454062.72304099996,6785433.278214,-1993.7396239999998,etive,etive B
453712.72304099996,6781933.278214,-1944.311523,etive,etive B
453562.72304099996,6783383.278214,-2030.5177,etive,etive B
453662.72304099996,6781283.278214,-1969.710205,etive,etive B
453612.72304099996,6784983.278214,-2065.3286129999997,etive,etive B
452712.72304099996,6783033.278214,-2114.02417,etive,etive B
453062.72304099996,6782183.278214,-2049.619141,etive,etive B
453312.72304099996,6781483.278214,-1995.43103,etive,etive B
453412.72304099996,6783133.278214,-2043.492554,etive,etive B
452812.72304099996,6783433.278214,-2117.508545,etive,etive B
454212.72304099996,6785633.278214,-2000.123291,etive,etive B
453562.72304099996,6781833.278214,-1958.343872,etive,etive B
454162.72304099996,6783683.278214,-1922.668701,etive,etive B
453112.72304099996,6783633.278214,-2089.903076,etive,etive B
452712.72304099996,6782383.278214,-2099.716797,etive,etive B
454262.72304099996,6784783.278214,-1948.3809809999998,etive,etive B
452912.72304099996,6781833.278214,-2041.349243,etive,etive B
452962.72304099996,6783183.278214,-2098.556396,etive,etive B
453462.72304099996,6780883.278214,-1963.75769,etive,etive B
453012.72304099996,6782033.278214,-2051.60498,etive,etive B
453162.72304099996,6780833.278214,-1984.1805420000003,etive,etive B
453912.72304099996,6784633.278214,-1993.9676510000002,etive,etive B
453612.72304099996,6785033.278214,-2065.0546879999997,etive,etive B
453062.72304099996,6781683.278214,-2023.69043,etive,etive B
453462.72304099996,6785383.278214,-2086.949707,etive,etive B
453462.72304099996,6782433.278214,-2003.0479739999998,etive,etive B
453712.72304099996,6783733.278214,-2007.1308589999999,etive,etive B
453762.72304099996,6784933.278214,-2025.182983,etive,etive B
454062.72304099996,6782683.278214,-1901.1032710000002,etive,etive B
453362.72304099996,6782633.278214,-2024.649536,etive,etive B
453762.72304099996,6782233.278214,-1943.255493,etive,etive B
453762.72304099996,6783583.278214,-1993.981201,etive,etive B
454212.72304099996,6785533.278214,-1999.5184329999997,etive,etive B
453462.72304099996,6783883.278214,-2045.37207,etive,etive B
452962.72304099996,6782283.278214,-2059.68335,etive,etive B
453612.72304099996,6780933.278214,-1956.057007,etive,etive B
453262.72304099996,6781883.278214,-2001.761108,etive,etive B
453162.72304099996,6782683.278214,-2056.948486,etive,etive B
453912.72304099996,6784283.278214,-1985.4503170000003,etive,etive B
453562.72304099996,6784633.278214,-2065.00708,etive,etive B
453362.72304099996,6785183.278214,-2099.345703,etive,etive B
453112.72304099996,6784633.278214,-2101.54126,etive,etive B
453312.72304099996,6783433.278214,-2063.995361,etive,etive B
452862.72304099996,6782033.278214,-2062.4921879999997,etive,etive B
453962.72304099996,6782233.278214,-1916.3232420000002,etive,etive B
453312.72304099996,6782583.278214,-2030.5062260000002,etive,etive B
453562.72304099996,6784883.278214,-2064.615967,etive,etive B
453412.72304099996,6785283.278214,-2087.30127,etive,etive B
453662.72304099996,6784533.278214,-2040.156616,etive,etive B
454412.72304099996,6783233.278214,-1838.12207,etive,etive B
453312.72304099996,6780733.278214,-1956.8798829999998,etive,etive B
453912.72304099996,6782633.278214,-1920.7437739999998,etive,etive B
452962.72304099996,6782783.278214,-2072.427979,etive,etive B
454212.72304099996,6782133.278214,-1887.6898190000002,etive,etive B
454112.72304099996,6782283.278214,-1893.1860350000002,etive,etive B
452662.72304099996,6782483.278214,-2109.886475,etive,etive B
453412.72304099996,6780933.278214,-1969.771118,etive,etive B
453562.72304099996,6785383.278214,-2050.956055,etive,etive B
454462.72304099996,6781483.278214,-1919.0332030000002,etive,etive B
453712.72304099996,6781633.278214,-1946.635498,etive,etive B
454212.72304099996,6781933.278214,-1918.1937260000002,etive,etive B
454062.72304099996,6782633.278214,-1895.981689,etive,etive B
453912.72304099996,6783383.278214,-1959.606201,etive,etive B
453362.72304099996,6783383.278214,-2060.300049,etive,etive B
453212.72304099996,6781983.278214,-2017.444336,etive,etive B
453562.72304099996,6781183.278214,-1977.503296,etive,etive B
453612.72304099996,6782233.278214,-1969.43042,etive,etive B
453112.72304099996,6783583.278214,-2088.994629,etive,etive B
453512.72304099996,6782583.278214,-2001.501221,etive,etive B
454412.72304099996,6783833.278214,-1866.132324,etive,etive B
452662.72304099996,6782983.278214,-2108.171875,etive,etive B
454212.72304099996,6782083.278214,-1889.539429,etive,etive B
453412.72304099996,6781183.278214,-1987.641968,etive,etive B
453712.72304099996,6783633.278214,-2005.1961670000003,etive,etive B
453262.72304099996,6782683.278214,-2042.461426,etive,etive B
453612.72304099996,6783783.278214,-2011.495972,etive,etive B
453712.72304099996,6782483.278214,-1959.164551,etive,etive B
454212.72304099996,6783333.278214,-1894.8388670000002,etive,etive B
453512.72304099996,6782583.278214,-2001.501221,etive,etive B
454112.72304099996,6781933.278214,-1913.7915039999998,etive,etive B
454462.72304099996,6781783.278214,-1922.76123,etive,etive B
453562.72304099996,6782633.278214,-1999.4820559999998,etive,etive B
452812.72304099996,6782683.278214,-2089.425537,etive,etive B
454662.72304099996,6781833.278214,-1886.670166,etive,etive B
453212.72304099996,6781783.278214,-2000.285645,etive,etive B
453312.72304099996,6782333.278214,-2013.775757,etive,etive B
454512.72304099996,6782733.278214,-1834.620483,etive,etive B
453962.72304099996,6782033.278214,-1919.841187,etive,etive B
453812.72304099996,6783083.278214,-1976.001221,etive,etive B
453562.72304099996,6781883.278214,-1957.840576,etive,etive B
454062.72304099996,6784483.278214,-1980.4482420000002,etive,etive B
453612.72304099996,6781283.278214,-1971.604858,etive,etive B
454975.319537,6788124.103409,-2043.7008059999998,etive,etive C
454625.319537,6786524.103409,-2130.766602,etive,etive C
455125.319537,6787174.103409,-2035.8139649999998,etive,etive C
455375.319537,6786674.103409,-2005.734863,etive,etive C
455225.319537,6786524.103409,-2046.84314,etive,etive C
455425.319537,6789074.103409,-1972.007324,etive,etive C
455275.319537,6788324.103409,-2005.033325,etive,etive C
455425.319537,6786424.103409,-1995.05603,etive,etive C
455775.319537,6785374.103409,-1892.042847,etive,etive C
455625.319537,6787074.103409,-1944.363159,etive,etive C
454825.319537,6789374.103409,-2079.943848,etive,etive C
455425.319537,6789574.103409,-2024.575195,etive,etive C
455325.319537,6785624.103409,-1997.7987059999998,etive,etive C
455175.319537,6788024.103409,-2027.856201,etive,etive C
455125.319537,6787374.103409,-2021.4665530000002,etive,etive C
455525.319537,6788274.103409,-1984.3920899999998,etive,etive C
455675.319537,6785124.103409,-1912.122437,etive,etive C
455625.319537,6788924.103409,-1970.093018,etive,etive C
454825.319537,6788374.103409,-2082.990723,etive,etive C
454625.319537,6788374.103409,-2097.756836,etive,etive C
454975.319537,6788024.103409,-2032.2636719999998,etive,etive C
455575.319537,6786524.103409,-1958.6817629999998,etive,etive C
454575.319537,6787474.103409,-2067.197266,etive,etive C
455775.319537,6785524.103409,-1899.555786,etive,etive C
455475.319537,6785074.103409,-1935.461914,etive,etive C
454675.319537,6788374.103409,-2097.681641,etive,etive C
455525.319537,6789424.103409,-1994.097412,etive,etive C
454825.319537,6785524.103409,-2052.156982,etive,etive C
455025.319537,6786324.103409,-2091.611572,etive,etive C
455425.319537,6789224.103409,-1982.0839839999999,etive,etive C
455525.319537,6786224.103409,-1976.351196,etive,etive C
455375.319537,6788124.103409,-1982.510864,etive,etive C
454975.319537,6788674.103409,-2090.2653809999997,etive,etive C
455575.319537,6787874.103409,-1984.3489989999998,etive,etive C
455375.319537,6786424.103409,-2006.55957,etive,etive C
455225.319537,6788024.103409,-2005.8813480000001,etive,etive C
455225.319537,6787324.103409,-2001.822632,etive,etive C
455425.319537,6787624.103409,-1985.1813960000002,etive,etive C
455175.319537,6786974.103409,-2044.655518,etive,etive C
455425.319537,6786624.103409,-1997.093506,etive,etive C
455275.319537,6784924.103409,-1967.4312739999998,etive,etive C
455075.319537,6783924.103409,-1968.809937,etive,etive C
454925.319537,6788024.103409,-2038.3688960000002,etive,etive C
454775.319537,6786074.103409,-2113.403809,etive,etive C
454975.319537,6788974.103409,-2072.1791989999997,etive,etive C
455075.319537,6784274.103409,-1976.9423829999998,etive,etive C
455875.319537,6786074.103409,-1903.2402339999999,etive,etive C
454675.319537,6788024.103409,-2059.899902,etive,etive C
455025.319537,6785324.103409,-2016.783813,etive,etive C
454875.319537,6784374.103409,-1990.528564,etive,etive C
455325.319537,6785774.103409,-2012.223877,etive,etive C
455575.319537,6786174.103409,-1959.4207760000002,etive,etive C
454675.319537,6788074.103409,-2061.613525,etive,etive C
455475.319537,6787774.103409,-1983.39856,etive,etive C
455725.319537,6785274.103409,-1906.188843,etive,etive C
454925.319537,6786024.103409,-2087.435547,etive,etive C
454875.319537,6785924.103409,-2063.404785,etive,etive C
455625.319537,6788574.103409,-1965.903198,etive,etive C
454725.319537,6789324.103409,-2097.253174,etive,etive C
455625.319537,6786724.103409,-1946.9318850000002,etive,etive C
454475.319537,6787924.103409,-2085.00415,etive,etive C
455075.319537,6786474.103409,-2082.009033,etive,etive C
455225.319537,6786524.103409,-2046.84314,etive,etive C
455525.319537,6789074.103409,-1975.3663329999997,etive,etive C
455375.319537,6788124.103409,-1982.510864,etive,etive C
455375.319537,6784024.103409,-1922.918335,etive,etive C
454575.319537,6787874.103409,-2082.193604,etive,etive C
455225.319537,6789474.103409,-2013.516846,etive,etive C
454775.319537,6789374.103409,-2090.844482,etive,etive C
455225.319537,6786274.103409,-2044.1154789999998,etive,etive C
455575.319537,6788424.103409,-1971.5723879999998,etive,etive C
455475.319537,6787324.103409,-1956.585693,etive,etive C
455075.319537,6789024.103409,-2011.710815,etive,etive C
455375.319537,6785724.103409,-1994.046143,etive,etive C
454875.319537,6788624.103409,-2089.977539,etive,etive C
454925.319537,6786024.103409,-2087.435547,etive,etive C
455425.319537,6787474.103409,-1974.683838,etive,etive C
454925.319537,6785274.103409,-2007.7283940000002,etive,etive C
454775.319537,6785974.103409,-2083.240234,etive,etive C
455175.319537,6789274.103409,-2011.3125,etive,etive C
455175.319537,6788024.103409,-2027.856201,etive,etive C
454875.319537,6785274.103409,-2013.0332030000002,etive,etive C
455025.319537,6784224.103409,-1988.109619,etive,etive C
455025.319537,6784874.103409,-1991.3031010000002,etive,etive C
455475.319537,6788424.103409,-1972.678955,etive,etive C
455725.319537,6785974.103409,-1926.7250980000001,etive,etive C
455475.319537,6786224.103409,-1987.980469,etive,etive C
455425.319537,6787524.103409,-1969.675049,etive,etive C
454925.319537,6784474.103409,-1990.12207,etive,etive C
455825.319537,6786274.103409,-1915.1975100000002,etive,etive C
454875.319537,6785274.103409,-2013.0332030000002,etive,etive C
455525.319537,6787724.103409,-1973.4559329999997,etive,etive C
455375.319537,6786874.103409,-2000.89856,etive,etive C
455225.319537,6786624.103409,-2046.503784,etive,etive C
455025.319537,6789124.103409,-2034.7597660000001,etive,etive C
455375.319537,6786624.103409,-2003.28894,etive,etive C
455375.319537,6787024.103409,-1986.631714,etive,etive C
455075.319537,6785824.103409,-2045.56665,etive,etive C
455575.319537,6786824.103409,-1966.1540530000002,etive,etive C
455525.319537,6787124.103409,-1958.719238,etive,etive C
454527.59718599997,6780670.096573001,-2126.784668,etive,etive D
455977.59718599997,6781220.096573001,-1952.0208739999998,etive,etive D
454877.59718599997,6780320.096573001,-2062.752686,etive,etive D
455327.59718599997,6780420.096573001,-2011.117554,etive,etive D
456027.59718599997,6781020.096573001,-1932.49231,etive,etive D
455427.59718599997,6780670.096573001,-2013.312378,etive,etive D
456077.59718599997,6780620.096573001,-1904.358643,etive,etive D
455977.59718599997,6781070.096573001,-1943.611084,etive,etive D
455077.59718599997,6780570.096573001,-2050.964111,etive,etive D
454777.59718599997,6780570.096573001,-2083.769531,etive,etive D
454877.59718599997,6780570.096573001,-2066.876709,etive,etive D
455677.59718599997,6780870.096573001,-1995.1977539999998,etive,etive D
454277.59718599997,6780620.096573001,-2156.7338870000003,etive,etive D
455877.59718599997,6781070.096573001,-1968.3385010000002,etive,etive D
454627.59718599997,6780370.096573001,-2104.2502440000003,etive,etive D
454627.59718599997,6780570.096573001,-2110.845703,etive,etive D
455527.59718599997,6780920.096573001,-2037.1121829999997,etive,etive D
454627.59718599997,6780820.096573001,-2134.0629879999997,etive,etive D
456227.59718599997,6781020.096573001,-1875.8771969999998,etive,etive D
455927.59718599997,6780820.096573001,-1941.446411,etive,etive D
454777.59718599997,6780820.096573001,-2106.571289,etive,etive D
455027.59718599997,6781070.096573001,-2074.793213,etive,etive D
455577.59718599997,6781070.096573001,-2050.533691,etive,etive D
455727.59718599997,6780770.096573001,-1982.870483,etive,etive D
455427.59718599997,6780620.096573001,-2010.2080079999998,etive,etive D
456127.59718599997,6780720.096573001,-1893.319824,etive,etive D
454777.59718599997,6780520.096573001,-2080.353271,etive,etive D
455127.59718599997,6780420.096573001,-2019.250122,etive,etive D
455377.59718599997,6780670.096573001,-2021.402954,etive,etive D
455177.59718599997,6780920.096573001,-2068.645264,etive,etive D
455177.59718599997,6780970.096573001,-2064.24292,etive,etive D
455477.59718599997,6780570.096573001,-1998.5205079999998,etive,etive D
454727.59718599997,6780570.096573001,-2093.619141,etive,etive D
454477.59718599997,6780470.096573001,-2123.857178,etive,etive D
455227.59718599997,6781120.096573001,-2062.543457,etive,etive D
455127.59718599997,6780370.096573001,-2021.8383789999998,etive,etive D
454477.59718599997,6780520.096573001,-2122.829834,etive,etive D
455477.59718599997,6780970.096573001,-2068.7036129999997,etive,etive D
455027.59718599997,6780570.096573001,-2050.204346,etive,etive D
455577.59718599997,6780620.096573001,-1987.680664,etive,etive D
454527.59718599997,6780420.096573001,-2119.803223,etive,etive D
455227.59718599997,6781020.096573001,-2060.133057,etive,etive D
455727.59718599997,6780970.096573001,-2001.4158940000002,etive,etive D
455727.59718599997,6780820.096573001,-1985.8924559999998,etive,etive D
454477.59718599997,6780320.096573001,-2130.684082,etive,etive D
455377.59718599997,6780870.096573001,-2055.72998,etive,etive D
455077.59718599997,6780820.096573001,-2071.621338,etive,etive D
455877.59718599997,6780570.096573001,-1937.855469,etive,etive D
455277.59718599997,6781070.096573001,-2068.003174,etive,etive D
455927.59718599997,6780570.096573001,-1927.082397,etive,etive D
455427.59718599997,6781070.096573001,-2065.490479,etive,etive D
456127.59718599997,6780820.096573001,-1899.2404789999998,etive,etive D
454877.59718599997,6780920.096573001,-2108.142578,etive,etive D
455777.59718599997,6780470.096573001,-1942.484619,etive,etive D
454877.59718599997,6780520.096573001,-2067.655273,etive,etive D
454527.59718599997,6780420.096573001,-2119.803223,etive,etive D
455327.59718599997,6781170.096573001,-2056.0703129999997,etive,etive D
455027.59718599997,6780570.096573001,-2050.204346,etive,etive D
455627.59718599997,6780520.096573001,-1974.8021239999998,etive,etive D
455627.59718599997,6780420.096573001,-1957.140259,etive,etive D
455227.59718599997,6780620.096573001,-2036.7097170000002,etive,etive D
454727.59718599997,6780620.096573001,-2098.816162,etive,etive D
456027.59718599997,6780620.096573001,-1911.9503170000003,etive,etive D
455927.59718599997,6780620.096573001,-1933.690918,etive,etive D
455277.59718599997,6781120.096573001,-2061.494629,etive,etive D
454977.59718599997,6780970.096573001,-2083.121582,etive,etive D
456127.59718599997,6780870.096573001,-1895.496948,etive,etive D
455527.59718599997,6780370.096573001,-1974.871338,etive,etive D
454427.59718599997,6780670.096573001,-2147.777588,etive,etive D
454627.59718599997,6780770.096573001,-2125.716797,etive,etive D
454977.59718599997,6781120.096573001,-2071.569092,etive,etive D
455327.59718599997,6780520.096573001,-2016.7519530000002,etive,etive D
455177.59718599997,6780920.096573001,-2068.645264,etive,etive D
455677.59718599997,6781070.096573001,-2033.284912,etive,etive D
454677.59718599997,6780870.096573001,-2128.384521,etive,etive D
455827.59718599997,6781170.096573001,-1991.169189,etive,etive D
455727.59718599997,6780670.096573001,-1985.973389,etive,etive D
454977.59718599997,6781020.096573001,-2083.9892579999996,etive,etive D
455027.59718599997,6780320.096573001,-2033.6193850000002,etive,etive D
455877.59718599997,6780770.096573001,-1949.90918,etive,etive D
455577.59718599997,6780820.096573001,-2010.626343,etive,etive D
454827.59718599997,6780920.096573001,-2111.89624,etive,etive D
454677.59718599997,6780870.096573001,-2128.384521,etive,etive D
454827.59718599997,6780320.096573001,-2071.459473,etive,etive D
454277.59718599997,6780520.096573001,-2143.029541,etive,etive D
455077.59718599997,6780820.096573001,-2071.621338,etive,etive D
454427.59718599997,6780470.096573001,-2129.467041,etive,etive D
455177.59718599997,6780770.096573001,-2067.92627,etive,etive D
455277.59718599997,6780570.096573001,-2035.263062,etive,etive D
455677.59718599997,6781120.096573001,-2031.250732,etive,etive D
455227.59718599997,6780370.096573001,-2017.244995,etive,etive D
455127.59718599997,6781070.096573001,-2069.128174,etive,etive D
455427.59718599997,6780520.096573001,-2003.976929,etive,etive D
454627.59718599997,6780620.096573001,-2114.7138670000004,etive,etive D
455977.59718599997,6780970.096573001,-1940.4934079999998,etive,etive D
455427.59718599997,6781170.096573001,-2059.884766,etive,etive D
456027.59718599997,6781120.096573001,-1933.9630129999998,etive,etive D
455427.59718599997,6780670.096573001,-2013.312378,etive,etive D
455527.59718599997,6780870.096573001,-2028.657104,etive,etive D
455477.59718599997,6781270.096573001,-2045.784912,etive,etive D
455202.681201,6781988.221573001,-1960.7518309999998,etive,etive F
456352.681201,6781838.221573001,-1899.49939,etive,etive F
456102.681201,6782038.221573001,-1919.6973879999998,etive,etive F
455602.681201,6781488.221573001,-1975.739868,etive,etive F
455102.681201,6782088.221573001,-1963.319824,etive,etive F
455252.681201,6782038.221573001,-1961.890015,etive,etive F
455902.681201,6781938.221573001,-1939.4902339999999,etive,etive F
456352.681201,6781938.221573001,-1894.741455,etive,etive F
455552.681201,6782188.221573001,-1972.890747,etive,etive F
455352.681201,6781488.221573001,-1969.567627,etive,etive F
456202.681201,6781688.221573001,-1897.3884280000002,etive,etive F
455402.681201,6782038.221573001,-1974.627686,etive,etive F
456002.681201,6781588.221573001,-1985.6163329999997,etive,etive F
456302.681201,6781738.221573001,-1896.371094,etive,etive F
456352.681201,6781888.221573001,-1895.12085,etive,etive F
455752.681201,6781938.221573001,-1941.975464,etive,etive F
455352.681201,6781838.221573001,-1970.06543,etive,etive F
455752.681201,6781988.221573001,-1942.3613280000002,etive,etive F
455352.681201,6782138.221573001,-1966.1813960000002,etive,etive F
